run,inicio_aleatorio,destino_aleatorio,algoritimo,nos_expandidos,memoria_usada,fator_de_ramificacao,tempo_execucao
48,"(40.507968, -112.048538)","(35.494079, -108.720712)",A_star_harvesine,53165,530364,2.7521764616486832,90.0124671459198
48,"(40.507968, -112.048538)","(35.494079, -108.720712)",A_star_euclidian_distance,52951,530364,2.747018628133705,90.00524139404297
49,"(46.037627, -123.011597)","(32.591255, -117.046559)",BFS,209,12680,1.274390243902439,90.45990085601807
49,"(46.037627, -123.011597)","(32.591255, -117.046559)",DFS,21,1456,1.105263157894737,10.011361598968506
49,"(46.037627, -123.011597)","(32.591255, -117.046559)",UCS,195,11200,1.21875,90.26735162734985
49,"(46.037627, -123.011597)","(32.591255, -117.046559)",A_star_harvesine,51402,607684,2.361270801815431,90.0030038356781
49,"(46.037627, -123.011597)","(32.591255, -117.046559)",A_star_euclidian_distance,51002,558276,2.3602044348516626,90.00922656059265
50,"(46.999825, -122.036025)","(38.292608, -120.614024)",BFS,209,12680,1.9904761904761905,90.04312324523926
50,"(46.999825, -122.036025)","(38.292608, -120.614024)",DFS,25,1680,1.3157894736842106,10.144901037216187
50,"(46.999825, -122.036025)","(38.292608, -120.614024)",UCS,223,12768,1.7698412698412698,90.24896836280823
50,"(46.999825, -122.036025)","(38.292608, -120.614024)",A_star_harvesine,49736,495004,2.617640816673034,90.00917792320251
50,"(46.999825, -122.036025)","(38.292608, -120.614024)",A_star_euclidian_distance,51731,495004,2.60414238688176,90.00907039642334
